5	11	12
12	0	14
5	7	13
6	0	12
10	9	15
1	3	15
6	8	13
9	5	12
4	7	16
5	0	16
7	9	15
12	11	14
4	1	16
6	10	13
5	0	14
2	8	14
5	6	15
3	6	13
7	11	12
2	7	13
10	2	12
12	11	14
0	2	13
11	7	16
7	12	12
1	10	16
9	4	15
3	7	16
2	8	13
8	13	12
11	13	15
7	13	12
4	5	12
1	13	15
7	8	12
2	3	15
11	1	14
8	0	16
7	9	16
3	6	12
2	13	13
13	12	14
3	12	15
7	11	12
3	0	15
2	9	14
3	12	13
13	0	14
8	9	13
8	10	16
11	6	12
11	3	15
0	12	16
3	0	13
8	9	12
6	9	16
12	13	13
8	9	12
5	7	16
12	5	12
0	11	15
12	10	13
13	7	13
1	6	12
6	9	14
8	1	13
7	3	12
2	3	15
10	2	16
3	8	16
5	12	12
10	9	14
6	2	14
0	1	15
4	7	14
0	12	16
3	12	16
13	1	13
4	6	13
9	10	14
8	9	15
13	0	15
1	0	12
11	4	14
10	4	12
4	11	15
1	10	13
5	12	16
6	1	13
10	12	13
13	0	14
1	10	14
12	7	16
7	5	14
11	12	12
2	7	12
0	3	16
11	8	15
4	7	12
2	10	12
8	1	12
3	4	12
12	2	13
13	2	13
3	9	14
5	0	12
0	12	15
2	5	13
8	6	13
5	1	13
4	7	16
10	2	15
12	9	12
2	3	12
11	0	16
13	6	12
12	1	12
2	9	14
12	10	16
5	13	12
8	1	16
4	5	12
10	3	13
13	2	12
11	12	12
13	11	15
7	8	15
0	12	14
1	8	16
4	2	15
1	8	16
10	5	15
0	2	16
11	0	15
11	6	13
3	1	13
3	7	15
12	10	15
2	13	14
9	1	12
9	13	13
1	6	12
10	3	16
3	10	15
11	8	13
4	5	16
10	3	12
8	9	12
9	4	13
9	2	15
9	3	12
0	1	16
3	1	14
4	11	15
1	3	13
13	8	16
13	2	12
9	3	12
7	12	16
12	9	13
5	6	12
7	10	12
12	11	16
5	3	16
1	6	16
0	3	12
1	3	16
3	13	16
7	12	16
3	1	15
8	6	14
0	5	14
6	4	13
3	11	13
11	12	15
4	6	16
6	7	13
1	9	15
12	7	12
11	6	12
0	6	13
13	3	12
2	11	13
4	12	13
12	8	13
3	0	13
8	2	14
13	9	12
3	6	16
11	3	13
10	2	14
2	4	15
7	12	15
9	7	12
12	4	12
10	8	16
13	3	16
12	2	12
0	13	16
0	10	12
